id,gene_count_1,gene_count_2,gene_count_3,gene_count_4,gene_count_5,gene_count_6,gene_count_7,gene_count_8,gene_count_9,gene_count_10,gene_count_11,gene_count_12,gene_count_13,gene_count_14,gene_count_15,gene_count_16,gene_count_17,gene_count_18,gene_count_19,gene_count_20,gene_count_21,gene_count_22,gene_count_23,gene_count_24,gene_count_25,gene_count_26,gene_count_27,gene_count_28,gene_count_29,gene_count_30,gene_count_31,gene_count_32,gene_count_33,gene_count_34,gene_count_35,gene_count_36,gene_count_37,gene_count_38,gene_count_39,gene_count_40,gene_count_41,gene_count_42,gene_count_43,gene_count_44,gene_count_45,gene_count_46,gene_count_47,gene_count_48,gene_count_49,gene_count_50,gene_count_51,gene_count_52,gene_count_53,gene_count_54,gene_count_55,gene_count_56,gene_count_57,gene_count_58,gene_count_59,gene_count_60,gene_count_61,gene_count_62,gene_count_63,gene_count_64,gene_count_65,gene_count_66,gene_count_67,gene_count_68,gene_count_69,gene_count_70,gene_count_71,gene_count_72,gene_count_73,gene_count_74,gene_count_75,gene_count_76,gene_count_77,gene_count_78,gene_count_79,gene_count_80,gene_count_81,gene_count_82,gene_count_83,gene_count_84,gene_count_85,gene_count_86,gene_count_87,gene_count_88,gene_count_89,gene_count_90,gene_count_91,gene_count_92,gene_count_93,gene_count_94,gene_count_95,gene_count_96,gene_count_97,gene_count_98,gene_count_99,gene_count_100,gene_count_101,gene_count_102,gene_count_103,gene_count_104,gene_count_105,gene_count_106,gene_count_107,gene_count_108,gene_count_109,gene_count_110,gene_count_111,gene_count_112,gene_count_113,gene_count_114,gene_count_115,gene_count_116,gene_count_117,gene_count_118,gene_count_119,gene_count_120,gene_count_121,gene_count_122,gene_count_123,gene_count_124,gene_count_125,gene_count_126,gene_count_127,gene_count_128,gene_count_129,gene_count_130,gene_count_131,gene_count_132,gene_count_133,gene_count_134,gene_count_135,gene_count_136,gene_count_137,gene_count_138,gene_count_139,gene_count_140,gene_count_141,gene_count_142,gene_count_143,gene_count_144,gene_count_145,gene_count_146,gene_count_147,gene_count_148,gene_count_149,gene_count_150,gene_count_151,gene_count_152,gene_count_153,gene_count_154,gene_count_155,gene_count_156,gene_count_157,gene_count_158,gene_count_159,gene_count_160,gene_count_161,gene_count_162,gene_count_163,gene_count_164,gene_count_165,gene_count_166,gene_count_167,gene_count_168,gene_count_169,gene_count_170,gene_count_171,gene_count_172,gene_count_173,gene_count_174,gene_count_175,gene_count_176,gene_count_177,gene_count_178,gene_count_179,gene_count_180,gene_count_181,gene_count_182,gene_count_183,gene_count_184,gene_count_185,gene_count_186,gene_count_187,gene_count_188,gene_count_189,gene_count_190,gene_count_191,gene_count_192,gene_count_193,gene_count_194,gene_count_195,gene_count_196,gene_count_197,gene_count_198,gene_count_199,gene_count_200,gene_count_201,gene_count_202,gene_count_203,gene_count_204,gene_count_205,gene_count_206,gene_count_207,gene_count_208,gene_count_209,gene_count_210,gene_count_211,gene_count_212,gene_count_213,gene_count_214,gene_count_215,gene_count_216,gene_count_217,gene_count_218,gene_count_219,gene_count_220,gene_count_221,gene_count_222,gene_count_223,gene_count_224,gene_count_225,gene_count_226,gene_count_227,gene_count_228,gene_count_229,gene_count_230,gene_count_231,gene_count_232,gene_count_233,gene_count_234,gene_count_235,gene_count_236,gene_count_237,gene_count_238,gene_count_239,gene_count_240,gene_count_241,gene_count_242,gene_count_243,gene_count_244,gene_count_245,gene_count_246,gene_count_247,gene_count_248,gene_count_249,gene_count_250,gene_count_251,gene_count_252,gene_count_253,gene_count_254,gene_count_255,gene_count_256,gene_count_257,gene_count_258,gene_count_259,gene_count_260,gene_count_261,gene_count_262,gene_count_263,gene_count_264,gene_count_265,gene_count_266,gene_count_267,gene_count_268,gene_count_269,gene_count_270,gene_count_271,gene_count_272,gene_count_273,gene_count_274,gene_count_275,gene_count_276,gene_count_277,gene_count_278,gene_count_279,gene_count_280,gene_count_281,gene_count_282,gene_count_283,gene_count_284,gene_count_285,gene_count_286,gene_count_287,gene_count_288,gene_count_289,gene_count_290,gene_count_291,gene_count_292,gene_count_293,gene_count_294,gene_count_295,gene_count_296,gene_count_297,gene_count_298,gene_count_299,gene_count_300
689,0,0,0,1,1,17,0,0,0,7,0,0,0,17,1,9,1,0,0,0,4,0,0,0,0,17,0,0,0,0,1,0,0,0,0,1,46,782,0,0,0,0,0,1,1,0,0,0,0,12,0,0,4,0,11,2,0,0,1,0,24,3,4,0,42,0,50,7,0,1,0,7,72,0,524,0,15,5,15,0,0,7,0,135,0,0,29,4,0,3,1,0,0,85,20,0,0,0,0,0,9,0,7,14,36,0,0,2,1,0,31,0,0,0,1,9,0,0,12,0,7,0,5,0,0,0,0,1,5,0,2,0,14,0,4,0,0,0,2,24,0,0,137,0,0,0,18,0,0,289,0,31,0,1,0,188,0,0,0,0,0,0,13,1,0,0,3,1,4,0,7,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,22,0,1,4,7,1,0,0,0,5,0,4,0,11,0,0,0,0,0,0,0,1,0,1,2,0,0,0,21,45,0,4,0,0,0,0,8,0,0,0,0,0,0,329,129,0,0,4,0,0,0,0,9,0,0,0,0,21,6,0,0,0,0,0,2,0,2,0,122,0,1,9,0,21,0,0,1,0,0,0,0,22,5,23,2,532,0,2,9,0,0,5,0,0,12,14,2,0,1,15,0,0,0,0,0,29,1,0,7
690,3,0,0,0,0,16,0,0,4,0,0,56,0,8,6,1,0,0,0,8,0,38,0,0,0,0,3,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,29,67,0,0,0,2,0,3,0,8,6,3,29,0,0,72,5,4,0,15,2,0,0,8,0,0,0,45,17,280,1,0,0,0,3,4,0,5,0,37,2,0,3,0,7,1,0,2,59,26,5,0,0,16,0,3,0,15,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,26,0,7,0,7,0,0,11,0,0,1,117,2,0,8,2,0,0,11,11,0,0,2,3,0,1,31,36,0,35,6,0,1,0,0,1,0,207,17,139,0,7,0,0,33,0,13,0,0,1,6,0,0,4,0,79,3,0,1,0,5,61,1,0,0,0,0,1,1,10,0,0,0,0,9,0,0,0,0,1,7,0,3,0,0,0,0,0,627,0,9,0,3,138,11,0,0,0,0,0,5,16,0,26,9,0,0,0,21,14,0,377,603,0,3,0,469,75,0,0,4,0,0,5,0,0,0,29,5,0,0,0,0,3,0,29,0,0,0,0,0,281,5,0,0,0,17,0,123,4,2,0,71,0,18,0,0,0,363,0,0,10,93,0,2,0,8,0,26,0,6,1,0,5,0,14,2,0,44,1,33,3
691,0,0,0,0,0,20,2,0,1,12,0,44,0,0,0,3,0,0,24,10,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,315,0,52,4,0,0,0,0,0,0,0,0,11,1,1,0,4,13,1,2,5,5,0,38,5,3,0,0,1,46,6,0,0,1,0,0,0,98,1,0,2,13,6,12,3,0,0,45,3,0,0,0,9,0,4,4,35,0,0,37,0,5,14,6,1,0,15,0,3,1,2,0,0,44,0,0,3,0,4,0,0,22,6,8,0,8,4,0,0,0,0,5,0,1,0,6,0,0,3,6,2,4,2,1,0,0,5,47,113,0,24,5,164,0,18,0,0,0,142,0,0,1,0,1,0,17,1,7,9,0,0,10,0,1,3,0,0,2,0,0,2,0,103,0,1,0,2,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,11,4,0,19,0,819,1,0,5,2,0,0,5,0,0,18,0,8,0,134,10,3,2,0,0,0,0,10,148,0,0,0,0,0,48,0,3,1,0,0,1,0,20,0,0,0,0,0,5,0,0,0,0,0,4,70,3,0,273,6,3,0,0,0,0,213,0,0,0,178,2,10,0,27,3,0,0,0,0,0,0,0,16,21,15,0,1,7,1,7,5,4,9,0,0,0,0,0,6
692,1,1,0,0,2,0,0,248,0,0,71,0,0,0,0,0,0,22,0,10,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,30,372,0,41,3,0,0,1,3,39,139,0,8,0,0,0,0,6,0,0,6,11,3,0,0,4,0,0,0,5,0,3,1,0,0,0,79,12,243,1,0,3,13,1,0,0,10,0,48,0,0,1,0,5,2,0,2,0,44,0,0,0,4,0,6,0,18,12,0,6,2,0,3,1,21,0,0,0,0,7,0,5,0,5,0,0,13,0,0,4,0,0,0,0,0,0,2,2,17,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,4,5,0,0,7,0,0,1,4,0,0,4,0,0,0,0,0,0,1,0,2,0,19,0,0,9,1,0,0,6,0,1,0,0,0,0,43,13,0,0,1,0,4,3,0,0,3,0,4,0,0,0,13,0,0,1,0,0,4,81,14,2,432,0,1,3,3,228,68,2,5,8,0,0,0,2,0,14,0,8,0,22,0,0,1,0,0,0,0,0,2,0,0,6,0,0,4,0,59,0,1,0,0,0,0,0,5,42,0,260,39,0,12,72,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
693,0,0,4,1,1,14,0,190,0,0,7,0,0,0,0,0,0,8,0,5,2,0,4,0,0,7,6,0,0,2,1,1,0,0,10,0,15,373,0,0,1,0,0,0,0,0,162,0,28,9,3,1,0,2,0,0,0,3,8,0,33,3,0,0,0,1,0,2,0,1,1,0,46,0,0,2,4,3,0,0,0,8,0,0,0,0,9,4,0,0,3,0,5,0,25,12,65,2,2,0,0,0,26,9,0,0,0,4,2,3,19,0,0,0,0,4,0,15,0,9,0,0,0,5,0,12,0,0,7,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,1,0,0,1,0,1,2,4,0,0,0,0,0,170,2,2,2,0,0,69,0,0,0,0,0,0,0,5,0,0,10,18,7,0,0,0,3,0,0,2,1,0,0,33,0,0,0,1,0,0,0,172,7,2,0,3,0,6,0,24,0,0,4,2,0,8,28,4,0,179,0,0,1,4,235,24,2,0,0,0,0,0,0,29,0,0,7,0,0,0,24,2,0,0,0,0,81,2,85,0,7,1,0,0,0,65,56,7,0,0,0,0,0,0,0,3,77,0,0,5,154,0,0,24,0,0,34,0,0,0,12,4,6,0,0,0,0,0,104,0
694,0,1,0,1,1,0,0,143,0,9,28,0,0,5,0,0,0,7,34,0,4,0,5,0,0,0,3,0,0,8,0,0,0,0,5,0,58,414,0,0,4,1,0,1,0,0,104,0,0,9,7,0,1,1,0,0,0,16,14,0,48,2,0,0,0,1,0,9,0,0,0,0,49,0,0,3,7,3,0,0,0,13,0,0,0,0,0,3,0,0,0,3,5,0,28,0,78,0,6,0,0,0,0,22,0,6,4,4,4,7,21,0,0,0,0,0,20,4,28,0,0,3,0,2,0,3,2,2,2,45,0,0,0,0,11,4,0,0,12,0,0,15,80,3,0,0,0,29,6,0,0,0,23,0,2,0,9,0,7,10,0,0,0,1,0,0,0,2,0,0,0,0,6,27,0,0,1,0,11,67,3,0,0,0,0,1,0,6,2,0,0,22,8,1,0,0,0,0,0,0,3,0,0,19,18,0,0,2,0,0,0,79,8,1,0,3,0,0,0,21,0,0,2,2,0,6,54,12,4,0,0,0,0,4,0,71,3,0,0,0,0,0,0,22,0,0,9,0,0,0,0,0,0,0,0,1,90,1,95,0,5,1,0,0,11,29,196,0,2,0,0,0,0,0,0,1,581,49,0,8,34,0,0,14,0,0,0,0,0,0,7,1,3,0,0,0,0,3,0,1
695,1,0,0,0,0,26,0,99,12,6,0,36,0,6,0,3,0,0,33,0,0,0,0,0,2,8,0,2,1,0,0,0,12,0,0,1,0,0,0,22,0,1,6,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,8,0,0,5,0,98,0,42,0,0,0,0,4,11,0,221,0,6,3,3,0,0,5,7,218,12,3,0,4,0,7,0,0,0,68,19,0,0,2,0,8,2,1,0,6,25,2,6,0,0,0,0,0,0,0,0,12,11,0,12,0,7,1,6,1,1,0,2,0,0,50,0,44,2,2,0,1,8,0,1,12,0,0,61,2,36,0,14,28,0,208,0,15,0,0,8,56,0,0,3,4,0,0,8,0,16,3,0,6,0,0,15,0,0,0,0,0,0,1,8,59,0,0,37,0,0,0,0,0,0,5,0,5,0,0,15,2,0,2,0,0,2,0,11,0,0,3,1180,0,0,6,4,0,15,2,2,0,30,0,10,0,81,31,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,5,1,28,2,0,0,3,11,0,1,36,2,22,0,0,19,0,4,163,0,0,214,0,2,13,0,0,0,264,0,1,0,91,0,25,3,0,0,0,23,2,2,0,0,0,0,9,20,0,0,5,0,16,0,0,25,0,0,44,1,0,3
696,0,0,5,0,0,0,0,222,0,0,32,0,0,0,0,0,0,3,0,3,3,0,6,0,0,0,1,0,0,6,0,0,0,0,0,0,13,0,0,0,2,1,0,1,0,27,102,0,19,4,0,0,1,2,0,0,0,7,0,0,28,0,0,0,0,1,0,0,2,6,0,0,39,9,0,1,3,2,0,0,0,10,0,0,0,0,12,0,0,0,1,0,0,0,68,14,34,0,10,0,0,0,6,14,0,3,0,1,0,5,36,0,0,0,0,0,0,4,0,4,0,0,0,3,0,9,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,1,5,1,0,0,0,0,0,1,8,1,0,0,0,2,43,9,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,1,0,0,0,5,0,0,2,2,0,0,46,10,0,0,1,0,0,0,113,0,4,0,0,0,7,0,11,0,0,2,2,0,1,53,0,0,258,0,0,3,4,271,62,0,0,1,0,0,0,0,23,0,0,13,0,0,0,0,1,0,0,0,1,118,0,38,0,8,0,0,0,20,34,219,4,0,0,0,0,0,0,0,0,674,0,0,2,121,0,0,30,0,0,16,0,0,0,0,8,5,0,0,0,0,0,43,0
697,0,0,1,3,0,11,2,225,0,0,10,0,0,0,0,0,0,21,0,6,3,0,8,0,0,0,2,0,1,3,0,0,0,1,11,0,17,336,0,58,3,0,0,1,0,0,123,0,16,10,0,1,4,1,7,0,0,9,0,0,70,0,0,0,0,1,0,7,2,1,0,0,46,0,0,2,5,6,0,0,0,9,0,0,0,0,37,0,0,0,7,2,1,0,23,12,0,0,7,0,0,1,48,29,0,3,0,3,1,7,22,0,0,1,0,0,0,10,0,4,0,0,0,1,0,3,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,2,0,0,4,0,0,8,1,3,0,0,0,2,94,3,0,2,0,0,0,6,0,0,0,0,0,0,6,1,6,0,7,6,0,0,0,3,0,0,1,0,0,4,27,24,0,0,0,0,0,0,74,0,2,1,10,0,7,0,29,0,0,2,0,0,9,26,9,0,220,0,0,2,8,471,85,0,0,0,0,0,0,0,25,0,24,0,0,0,11,41,3,0,0,0,1,119,0,58,0,3,1,0,2,14,42,149,4,0,0,0,0,17,0,0,1,547,0,3,2,132,0,3,0,0,0,9,0,0,0,0,2,2,19,0,0,0,0,14,0
698,6,0,7,0,1,0,0,182,0,0,6,0,0,0,0,0,0,0,0,0,2,0,13,0,1,3,3,0,0,6,0,0,0,0,9,0,30,557,0,0,0,0,0,0,0,0,99,0,26,0,0,0,1,1,11,0,0,17,0,0,19,2,0,0,0,1,0,5,3,2,0,0,0,0,0,1,0,6,10,0,0,5,0,0,0,0,23,4,0,0,3,3,2,0,17,8,25,1,0,0,0,0,11,11,0,4,0,6,0,3,13,0,0,0,0,0,0,0,0,3,0,0,0,1,0,10,0,0,1,0,7,0,0,1,12,0,0,0,0,15,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,26,109,4,6,1,0,0,0,0,0,10,1,0,0,7,0,5,89,4,0,0,0,0,0,2,0,0,0,0,0,2,8,0,0,0,4,8,0,0,0,6,3,2,0,1,0,0,52,0,0,0,1,0,0,7,120,0,0,0,4,0,0,0,19,0,0,6,2,2,2,88,17,3,139,0,0,7,0,271,26,1,0,9,0,14,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,2,0,1,23,51,244,3,0,0,0,1,0,0,29,0,425,0,0,9,72,0,1,10,0,18,25,0,0,0,8,5,5,25,0,0,0,0,1,0
699,0,0,3,0,0,16,0,0,0,11,0,0,0,9,3,0,0,4,0,0,0,0,2,2,1,0,2,1,0,8,0,0,9,1,5,0,0,0,0,33,0,0,11,0,2,0,0,1,14,8,7,0,4,0,0,0,0,24,6,0,45,0,0,0,70,1,0,9,3,0,0,0,48,17,0,0,6,0,9,0,9,12,0,186,39,0,30,2,0,0,0,0,0,0,51,24,47,0,0,0,0,0,33,0,0,0,0,0,3,0,16,0,0,0,0,11,0,0,0,15,0,1,0,0,0,0,0,0,0,0,3,23,0,1,0,1,0,36,0,0,3,0,0,1,0,0,0,0,0,255,1,0,0,0,0,0,0,32,0,0,1,0,12,0,9,0,0,1,0,0,3,0,3,148,3,0,0,0,0,136,0,3,0,0,2,0,0,0,0,33,3,0,2,0,0,0,0,2,0,0,0,0,0,21,0,0,1122,0,3,0,3,0,0,0,0,0,0,0,0,22,0,0,3,2,1,0,5,0,4,135,1930,0,4,6,0,92,5,0,0,0,25,1,0,0,3,17,2,0,0,0,37,0,0,0,0,0,189,0,47,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,284,30,0,11,34,0,5,19,6,0,0,1,0,0,0,7,0,28,0,0,33,0,19,0
700,4,0,0,0,0,15,0,0,2,8,0,68,0,8,3,4,1,0,25,0,0,42,0,0,1,14,0,0,2,0,0,0,4,0,0,2,0,501,0,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,3,6,0,10,6,0,0,8,0,58,0,63,0,0,0,1,11,0,10,327,0,12,0,18,8,4,11,2,196,70,4,0,0,0,10,0,0,0,60,0,0,0,4,0,13,1,1,2,0,38,0,4,0,0,0,19,1,0,0,4,17,47,4,34,0,8,1,0,0,0,0,2,0,0,43,0,13,2,4,0,2,9,12,2,16,6,5,52,0,53,0,14,18,9,94,1,10,59,1,4,230,0,81,0,0,0,0,8,0,12,5,0,0,0,0,12,16,0,0,0,0,0,1,1,76,0,2,28,0,6,1,0,0,0,28,8,0,0,0,15,3,0,0,0,0,0,17,2,0,0,3,566,0,14,5,5,0,3,0,3,7,25,0,4,0,102,0,0,0,0,0,0,0,4,0,433,1,0,0,0,0,1,1,2,2,15,4,0,27,2,10,0,1,25,12,61,0,0,7,0,0,0,1,0,286,0,0,9,0,0,0,0,0,1,0,74,0,8,11,13,1,0,57,0,0,0,0,0,0,12,20,0,0,6,0,0,0,0,10,0,9,35,0,0,9
701,0,1,0,0,0,0,0,223,4,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,1,0,10,10,0,0,0,0,0,0,39,0,0,41,0,0,18,3,0,30,76,0,0,4,0,0,0,0,0,0,0,12,0,3,0,6,9,0,0,0,0,7,0,2,1,0,44,11,0,2,0,4,23,0,0,8,1,0,0,13,24,0,1,0,1,0,2,0,0,11,41,2,0,0,3,0,15,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,2,27,1,0,10,0,0,0,0,5,4,14,0,0,157,0,0,45,15,0,0,0,1,0,0,0,10,0,37,63,2,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0,19,0,0,0,0,0,6,0,0,7,0,0,12,0,5,0,2,0,4,1,0,1,0,0,0,32,0,0,0,0,14,2,4,0,0,1,8,0,0,18,0,26,0,0,1,0,0,0,128,9,0,205,856,0,4,0,0,74,1,2,0,0,0,6,0,0,2,0,9,0,0,0,27,3,1,45,0,0,112,0,56,173,2,3,0,1,13,0,0,9,0,0,113,3,10,0,31,0,0,0,0,14,0,0,3,0,0,0,8,0,0,0,0,0,5,0,0,6,0,0,5,0
702,1,0,0,0,0,0,0,0,0,20,0,37,0,22,0,0,0,0,31,0,0,55,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,2,0,0,0,9,6,0,0,0,0,8,3,7,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,5,0,0,12,0,17,0,0,0,0,0,24,4,0,0,1,9,0,2,1,69,32,0,0,1,0,8,5,0,0,0,25,0,4,0,0,2,13,0,0,1,0,8,0,0,35,3,0,1,0,0,1,6,4,0,4,31,0,20,6,2,0,0,0,5,0,8,2,15,35,0,41,70,18,31,2,246,1,14,40,1,5,129,0,0,5,0,0,0,0,1,20,0,2,0,0,1,5,0,0,0,0,0,2,0,0,58,0,0,26,0,5,0,2,0,0,11,10,23,8,0,7,3,12,0,5,0,0,35,0,0,0,0,567,1,6,1,3,0,11,0,0,0,23,0,7,0,124,0,0,0,0,8,0,2,3,227,0,0,0,6,279,0,2,2,7,0,0,4,0,0,5,15,0,0,31,0,0,0,0,39,0,0,0,0,37,274,0,0,8,0,0,35,0,0,1,0,46,0,0,14,26,4,452,27,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,1,17,43,0,43,6
703,0,0,0,0,0,24,0,113,0,0,0,0,0,0,0,0,0,0,0,0,7,34,4,0,0,0,4,1,0,4,4,0,0,0,0,2,48,0,0,0,2,0,0,2,0,0,0,0,16,8,0,0,0,0,0,0,0,28,0,0,97,1,0,0,42,3,35,6,2,0,0,12,0,0,387,3,0,10,17,2,0,4,4,0,67,0,10,0,0,0,3,0,2,0,0,0,37,0,3,42,0,0,5,2,0,7,0,3,0,0,46,0,0,0,1,0,15,0,26,7,12,0,3,2,0,0,1,0,0,36,1,0,0,0,16,2,0,21,0,0,0,10,49,0,0,0,9,0,0,0,0,0,25,0,0,0,23,128,3,12,1,0,0,0,5,0,0,1,0,0,7,2,0,0,3,1,1,0,7,0,0,0,0,0,0,1,0,7,0,0,0,16,0,0,4,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,5,2,1,8,34,0,4,0,0,0,4,4,0,8,0,0,0,283,0,0,0,0,0,106,0,0,0,0,0,0,0,10,9,0,0,0,0,6,23,6,0,31,0,1,222,3,0,0,7,2,0,2,26,64,0,0,0,0,0,0,41,0,0,0,508,53,3,0,88,0,9,0,0,24,0,0,0,0,0,0,1,0,0,0,86,0,0,5
704,0,0,5,0,2,0,0,225,0,0,4,0,0,0,0,0,0,6,0,9,4,0,15,0,0,0,6,0,0,21,0,0,0,0,8,0,21,0,0,0,7,0,5,0,0,36,160,0,4,8,0,0,3,2,0,0,0,18,0,0,110,3,0,0,0,0,0,0,2,1,0,0,50,5,0,4,0,0,0,0,0,0,0,0,0,0,19,8,0,0,5,2,0,0,31,15,35,0,9,0,0,0,70,0,0,0,0,2,1,1,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95,0,0,0,0,1,0,0,0,0,0,14,0,2,8,0,0,0,0,16,0,9,0,5,0,0,0,2,14,2,1,0,0,0,0,9,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,30,8,0,0,1,3,0,3,97,0,0,0,0,0,6,0,7,0,15,2,2,0,11,66,4,0,304,1025,0,1,12,215,33,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,1,0,0,0,0,98,0,18,0,4,0,0,1,17,34,283,3,0,0,0,1,0,0,0,0,138,0,0,3,73,0,2,18,0,9,9,0,0,0,0,5,3,0,1,0,0,0,33,0
705,0,0,0,2,0,18,0,0,18,0,0,71,1,6,0,4,0,0,28,0,0,62,0,0,1,7,0,0,0,0,2,0,0,0,0,0,25,402,0,92,0,0,0,0,1,0,0,0,0,0,2,0,0,0,7,0,2,0,2,4,0,0,6,1,40,0,33,7,0,0,0,11,0,0,0,0,24,4,0,4,5,8,0,171,64,3,0,1,0,6,0,0,2,73,0,0,63,0,4,29,4,0,0,15,40,7,3,0,0,0,17,1,0,0,0,4,0,0,13,0,8,0,5,2,0,3,2,1,0,37,0,16,6,0,5,5,15,6,3,15,0,9,92,1,60,0,28,25,6,277,0,20,55,0,19,56,0,71,0,0,0,0,4,0,0,3,0,2,0,0,0,5,2,0,0,0,0,1,0,104,0,1,28,0,1,0,0,0,0,0,10,9,0,1,9,5,1,2,0,0,1,19,7,39,12,5,672,0,0,0,0,0,11,1,2,6,15,8,26,0,60,0,0,0,0,7,0,6,1,0,0,2,0,4,0,0,0,0,0,0,25,0,0,4,8,44,0,4,37,0,33,0,0,52,0,3,0,2,0,227,0,2,5,0,0,0,0,0,1,0,114,0,23,6,30,1,207,22,0,0,0,0,0,0,8,11,0,4,2,1,10,0,0,10,0,0,35,1,0,0
706,3,1,0,1,0,7,0,0,6,9,0,58,0,16,7,5,0,0,44,0,2,66,0,0,0,5,0,0,1,0,0,0,6,0,0,1,37,422,0,108,0,0,0,0,3,0,0,0,0,0,2,0,0,0,7,3,2,0,1,3,0,0,6,0,77,0,37,8,0,0,2,8,0,0,514,0,16,7,22,3,18,7,1,211,104,2,0,0,0,7,0,0,5,101,0,0,0,0,0,22,1,0,0,16,24,3,3,2,0,0,22,0,1,1,2,4,23,0,33,0,9,0,4,0,0,0,6,0,0,7,0,13,6,1,18,7,2,16,7,8,6,4,13,2,0,0,22,25,6,167,0,37,27,0,9,147,0,51,0,0,0,0,12,2,0,4,0,2,0,0,5,16,0,0,0,0,0,2,2,57,0,1,30,0,4,1,0,0,0,13,3,27,0,0,2,6,0,0,0,0,6,33,1,0,0,2,1960,0,0,1,6,0,0,3,0,1,17,0,8,0,71,0,0,0,1,0,0,29,5,0,0,3,0,0,0,0,2,5,1,0,16,0,0,34,3,11,0,0,30,5,19,0,0,39,0,0,0,3,0,101,0,6,15,0,0,0,0,0,1,0,87,0,43,1,25,0,0,45,1,0,0,0,0,0,8,9,0,0,2,0,2,0,0,17,0,0,36,1,0,3
707,0,1,0,0,0,0,0,127,0,0,9,35,0,0,0,1,0,6,16,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,28,0,0,22,3,0,0,0,0,0,180,0,0,12,0,1,1,8,0,3,0,29,4,4,102,1,0,0,82,3,0,8,4,2,0,0,27,0,0,0,11,4,0,0,0,17,0,0,0,0,0,2,0,0,3,5,0,0,39,24,27,0,9,0,5,0,39,8,0,2,0,1,2,1,45,0,0,0,0,0,0,11,0,2,0,0,0,1,0,9,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,16,0,0,17,0,0,0,0,0,0,0,119,12,0,4,3,0,0,15,1,0,6,17,0,0,0,0,0,5,89,3,1,0,1,0,0,0,0,40,0,0,0,0,1,0,0,0,4,6,0,0,0,0,0,0,4,5,0,2,46,16,0,0,2,0,0,0,146,0,3,0,2,0,0,0,20,0,0,2,3,0,6,135,18,0,122,0,0,0,11,243,110,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,2,0,0,39,0,2,1,0,1,0,52,159,6,0,0,0,5,0,7,16,0,346,0,0,9,177,0,8,11,0,0,9,0,0,2,0,0,0,0,0,0,38,0,51,0
